CustomerID,Recency,Frequency,Monetary,CustLocation
C1029450,276,1,2059.5,MUMBAI
C1029468,114,1,681.0,MUMBAI
C1029470,109,2,1020.0,MUMBAI
C1029472,93,1,1000.0,MUMBAI
C1029551,117,1,4117.0,MUMBAI
C1029565,114,1,17.0,MUMBAI
C1029574,102,2,1042.0,MUMBAI
C1029583,88,1,228.0,MUMBAI
C1029639,32,1,858.0,MUMBAI
C1029649,117,1,302.82,MUMBAI
C1029740,106,1,2030.0,MUMBAI
C1029853,216,1,2230.18,MUMBAI
C1030074,103,1,10.0,MUMBAI
C1030079,118,2,900.0,MUMBAI
C1030089,106,1,46.0,MUMBAI
C1030139,123,1,141.4,MUMBAI
C1030168,114,2,1775.0,MUMBAI
C1030191,103,1,812.49,MUMBAI
C1030330,32,1,217.01,MUMBAI
C1030332,117,1,2459.0,MUMBAI
C1030373,109,1,199.0,MUMBAI
C1030456,92,3,237.38,MUMBAI
C1030531,116,1,100.0,MUMBAI
C1030569,2,1,200.0,MUMBAI
C1030623,155,1,100.0,MUMBAI
C1030668,115,2,570.0,MUMBAI
C1030711,75,3,399.0,MUMBAI
C1030783,109,2,490.0,MUMBAI
C1030785,119,2,1436.0,MUMBAI
C1030864,115,2,1949.0,MUMBAI
C1030864,115,2,1949.0,MUMBAI
C1030957,86,1,50.0,MUMBAI
C1030968,75,1,820.0,MUMBAI
C1031026,245,1,127.66,MUMBAI
C1031030,74,2,2982.0,MUMBAI
C1031030,74,2,2982.0,MUMBAI
C1031039,87,1,477.5,MUMBAI
C1031044,78,2,999.0,MUMBAI
C1031077,103,1,1677.0,MUMBAI
C1031079,118,4,1306.0,MUMBAI
C1031081,74,1,50.0,MUMBAI
C1031084,31,1,228.0,MUMBAI
C1031119,93,1,1418.0,MUMBAI
C1031218,124,1,82.0,MUMBAI
C1031219,107,1,337.0,MUMBAI
C1031261,104,2,1154.0,MUMBAI
C1031350,32,1,510.0,MUMBAI
C1031359,105,1,506.0,MUMBAI
C1031479,1,1,14.0,MUMBAI
C1031513,87,2,5837.0,MUMBAI
C1031571,86,2,2090.4,MUMBAI
C1031578,185,1,124.0,MUMBAI
C1031580,110,1,294.0,MUMBAI
C1031624,154,1,72799.0,MUMBAI
C1031636,103,3,2895.0,MUMBAI
C1031662,110,1,1548.0,MUMBAI
C1031729,108,1,100.0,MUMBAI
C1031767,92,2,1350.83,MUMBAI
C1031783,87,1,20.0,MUMBAI
C1031785,86,3,934.0,MUMBAI
